PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, I=0.0, L=1.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=8, eps=1e-08, maxIter=100, n=50, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='vanilla')

###### no preconditioning ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
60 1.0064487811792892e-06 1.0065025196672974e-06 97 101 62
61 9.152302226129844e-07 9.152958497984731e-07 98 103 62
62 8.329134491782969e-07 8.329918413514249e-07 99 103 61
63 7.585428719864422e-07 7.586048972097666e-07 100 105 62
64 6.912725319737123e-07 6.913428177594098e-07 102 108 62
65 6.303561977376028e-07 6.306519944802489e-07 103 111 61
66 5.751385629616465e-07 5.753240559584644e-07 105 117 61
67 5.250428483757169e-07 5.253823039733397e-07 110 119 62
68 4.795599773473202e-07 4.795793937837085e-07 113 120 60
69 4.3823631768077363e-07 4.3838958538724824e-07 116 123 60
70 4.00666961053827e-07 4.007761171171801e-07 117 126 59
71 3.664907636021577e-07 3.6653419744028695e-07 120 130 59
72 3.3538507263606627e-07 3.3531615454947894e-07 121 135 58
73 3.070588951784394e-07 3.067546115303853e-07 126 138 57
74 2.812503669837603e-07 2.810057909361048e-07 129 143 56
75 2.577247985735731e-07 2.575395296771637e-07 132 148 55
76 2.3627196526606837e-07 2.3585669169267777e-07 136 153 53
77 2.1670330662124486e-07 2.165445888252563e-07 141 162 52
78 1.9884946222127546e-07 1.9871979796775113e-07 146 163 52
79 1.825572836140117e-07 1.825942725044252e-07 151 168 51
80 1.6768736696028537e-07 1.6789356183292368e-07 155 175 51
81 1.5411165771339068e-07 1.5467343394653394e-07 160 178 51
82 1.417126727503683e-07 1.4244896428069685e-07 162 183 49
83 1.303822961913259e-07 1.314483552767413e-07 166 186 49
84 1.200206185302974e-07 1.2141066327806043e-07 166 192 49
85 1.1053639945551733e-07 1.1228671125838783e-07 173 194 49
86 1.0184635579665476e-07 1.0387154394200375e-07 171 206 49
87 9.387491647056267e-08 9.615952510171721e-08 186 210 49
88 8.65536069333963e-08 8.919311789730368e-08 182 220 49
89 7.982121952858086e-08 8.279372977437585e-08 197 223 49
90 7.36231104063299e-08 7.678434546821031e-08 191 226 49
91 6.79112194661923e-08 7.145346984067528e-08 211 229 48
92 6.264325276251906e-08 6.647341552099742e-08 199 235 49
93 5.778210637527329e-08 6.201902294373961e-08 216 237 50
94 5.329500496855819e-08 5.801443857167318e-08 205 241 51
95 4.9153112417161046e-08 5.4128211346339806e-08 227 243 52
96 4.533022330889336e-08 5.0723957151828255e-08 212 247 52
97 4.180299171194173e-08 4.7661349528338344e-08 235 249 51
98 3.854979010238989e-08 4.479987020678927e-08 220 255 50
99 3.55500980278511e-08 4.2320289816086725e-08 242 256 49
100 3.2784408253667305e-08 3.997752150873821e-08 223 264 48
# Checked resulting residual norm: 3.99914e-08

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 57 - OK[0m
