PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.5, I=0.0, L=1.0, Ljump=2.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='no_precond')

###### no preconditioning (PIVMGS) ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho 0 pivot 12 dot -1.7052531578852156e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.6885524874660565e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.6849496108882478e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.3141060667080234e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 1.2666918460798454e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.1979974176908915e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -1.1657126543292325e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot -9.116601472561629e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot 9.04684215192336e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 7.723919674297933e-06
# TT-PIVMGS:    ortho 0 pivot 17 dot 7.2916663849884045e-06
# TT-PIVMGS:    ortho 0 pivot 18 dot 4.638879661343284e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 3.920494702716972e-06
# TT-PIVMGS:    ortho max err 1.938792133959061e-06 , max. rank: 48
# TT-PIVMGS:    ortho 1 pivot 0 dot -1.938792133959061e-06
# TT-PIVMGS:    ortho max err 5.902603059104727e-12 , max. rank: 48
25 7.795059335397407e-05 7.795088101365307e-05 46 48 40
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.8193253056086872
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.7100302893222192
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.00013414960906729494
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.0001293653861128806
# TT-PIVMGS:    ortho 0 pivot 22 dot -6.532789424278616e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot -4.962622587540051e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot -4.396011334545629e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -3.296734027249948e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 2.4888875592861924e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 2.101551043531217e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 1.6756453900809883e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -1.5658785062753512e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.444724956977078e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -1.3119391058832473e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -8.640305985990748e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 8.62490737402969e-06
# TT-PIVMGS:    ortho 0 pivot 4 dot 8.43091653702924e-06
# TT-PIVMGS:    ortho 0 pivot 9 dot -7.528809246249574e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot -6.623371942792843e-06
# TT-PIVMGS:    ortho 0 pivot 19 dot -5.431150044704278e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot 5.02644188962037e-06
# TT-PIVMGS:    ortho 0 pivot 18 dot 4.601817838080155e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot 4.375463146264868e-06
# TT-PIVMGS:    ortho max err 2.300311106664412e-06 , max. rank: 48
# TT-PIVMGS:    ortho 1 pivot 1 dot -2.300311106664412e-06
# TT-PIVMGS:    ortho max err 8.577567570343923e-07 , max. rank: 48
26 6.666100483708842e-05 6.666061679604531e-05 48 48 42
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.8190624881337931
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.7113420847753817
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.00014416343555980968
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.00012952931089191873
# TT-PIVMGS:    ortho 0 pivot 23 dot -6.560100046764349e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot -5.012839773722334e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot -4.632411299603043e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot -3.2930266509956924e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 2.2186623965243617e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.7846495024700232e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.4543713495733523e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot -1.408267181647084e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -1.56026332518433e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -9.753267160432489e-06
# TT-PIVMGS:    ortho 0 pivot 5 dot 6.285942179594731e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot -5.636388151909538e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 4.795945906747173e-06
# TT-PIVMGS:    ortho 0 pivot 4 dot -4.257117575734437e-06
# TT-PIVMGS:    ortho max err 3.4111821136072196e-06 , max. rank: 50
# TT-PIVMGS:    ortho 1 pivot 15 dot -3.4111821136072196e-06
# TT-PIVMGS:    ortho 1 pivot 12 dot -3.4052288190016683e-06
# TT-PIVMGS:    ortho 1 pivot 19 dot 3.35193088617583e-06
# TT-PIVMGS:    ortho 1 pivot 3 dot 3.23901654199904e-06
# TT-PIVMGS:    ortho 1 pivot 17 dot 1.984100740282449e-06
# TT-PIVMGS:    ortho max err 9.388626777494637e-07 , max. rank: 50
27 5.715123611581727e-05 5.7151037742207047e-05 50 50 44
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.8190156016544496
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.709942549464896
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.000149477037859308
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.00012699543848522336
# TT-PIVMGS:    ortho 0 pivot 24 dot -6.711339943648968e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot -5.004444819255334e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot -4.546156814155258e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot -2.8464429188202953e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot -2.1226876190751955e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.7444228799533713e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -1.3165475615743716e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 1.2592622559500118e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 9.812380969241715e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot 7.187584308635192e-06
# TT-PIVMGS:    ortho 0 pivot 1 dot 4.731868405935384e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 4.0970840179946e-06
# TT-PIVMGS:    ortho max err 3.240352344922176e-06 , max. rank: 52
# TT-PIVMGS:    ortho 1 pivot 16 dot -3.240352344922176e-06
# TT-PIVMGS:    ortho 1 pivot 18 dot 2.876271258797289e-06
# TT-PIVMGS:    ortho 1 pivot 9 dot 2.653403377834312e-06
# TT-PIVMGS:    ortho 1 pivot 13 dot -2.454195667654646e-06
# TT-PIVMGS:    ortho 1 pivot 20 dot 2.3323263763155855e-06
# TT-PIVMGS:    ortho 1 pivot 6 dot 2.252077771315109e-06
# TT-PIVMGS:    ortho 1 pivot 0 dot -2.022304541831818e-06
# TT-PIVMGS:    ortho 1 pivot 7 dot -1.8660397415494598e-06
# TT-PIVMGS:    ortho max err 1.5754855947219554e-06 , max. rank: 52
28 4.9105288271134304e-05 4.910545184269211e-05 51 52 44
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.8192035055250293
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.7076138508839606
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.00015303571058488188
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.00012028584795435553
# TT-PIVMGS:    ortho 0 pivot 25 dot -6.904899856048641e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot -4.9586481376877496e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot -4.233768527893119e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot -2.731380801087452e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot -2.1356159281283628e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.2699807607039642e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.0631098287830119e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 9.752986444068598e-06
# TT-PIVMGS:    ortho 0 pivot 10 dot 8.862799323383196e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 7.222665276597137e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot -6.60817331087863e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot 6.462156675681591e-06
# TT-PIVMGS:    ortho 0 pivot 3 dot -5.738934198583974e-06
# TT-PIVMGS:    ortho 0 pivot 12 dot 5.503525569426106e-06
# TT-PIVMGS:    ortho 0 pivot 19 dot 5.233245443270196e-06
# TT-PIVMGS:    ortho max err 6.7067178567995975e-06 , max. rank: 53
# TT-PIVMGS:    ortho 1 pivot 2 dot 6.7067178567995975e-06
# TT-PIVMGS:    ortho 1 pivot 1 dot -4.368412174769504e-06
# TT-PIVMGS:    ortho 1 pivot 9 dot 4.239252261729583e-06
# TT-PIVMGS:    ortho 1 pivot 7 dot -3.9468066113015204e-06
# TT-PIVMGS:    ortho 1 pivot 5 dot -3.821545102755458e-06
# TT-PIVMGS:    ortho 1 pivot 15 dot 2.818909334401966e-06
# TT-PIVMGS:    ortho 1 pivot 17 dot 2.1162695297057693e-06
# TT-PIVMGS:    ortho 1 pivot 21 dot 1.965081813279715e-06
# TT-PIVMGS:    ortho max err 1.3485388550494226e-06 , max. rank: 53
29 4.226618360137431e-05 4.226613735877738e-05 51 53 46
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.8194626165927186
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.7063891640602156
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.0001578942142614892
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.00011251987412964903
# TT-PIVMGS:    ortho 0 pivot 26 dot -6.955242358375191e-05
# TT-PIVMGS:    ortho 0 pivot 24 dot -4.952393379046606e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot -3.85779262046821e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot -3.475560161598709e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 1.628534376265983e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.552552973692789e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot -1.347595774817828e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.1188367538210887e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.1031061795284056e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.1056194723228275e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot 9.80189723658628e-06
# TT-PIVMGS:    ortho 0 pivot 8 dot -9.340042069185634e-06
# TT-PIVMGS:    ortho 0 pivot 11 dot 8.685491491407498e-06
# TT-PIVMGS:    ortho 0 pivot 20 dot 8.345947438896315e-06
# TT-PIVMGS:    ortho 0 pivot 16 dot 8.052195459938311e-06
# TT-PIVMGS:    ortho 0 pivot 18 dot 7.8395976566073e-06
# TT-PIVMGS:    ortho 0 pivot 13 dot 5.795018453718867e-06
# TT-PIVMGS:    ortho 0 pivot 2 dot -4.179069261357488e-06
# TT-PIVMGS:    ortho 0 pivot 15 dot 5.624905814505948e-06
# TT-PIVMGS:    ortho max err 5.423395997334376e-06 , max. rank: 52
# TT-PIVMGS:    ortho 1 pivot 14 dot 5.423395997334376e-06
# TT-PIVMGS:    ortho 1 pivot 1 dot 3.0292928638913285e-06
# TT-PIVMGS:    ortho 1 pivot 12 dot 2.7041597691021026e-06
# TT-PIVMGS:    ortho 1 pivot 10 dot -2.3037165766321734e-06
# TT-PIVMGS:    ortho max err 2.0001012956041148e-06 , max. rank: 52
30 3.6419145196152964e-05 3.641928253743988e-05 54 52 46
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.8195589474835681
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.7064897102964154
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.00016365491854116072
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.00010648420876729209
# TT-PIVMGS:    ortho 0 pivot 27 dot -6.846334754093478e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot -4.8387383765131214e-05
# TT-PIVMGS:    ortho 0 pivot 24 dot -4.151212088818364e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot -3.759070489768243e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 2.279268717879845e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.920186463942467e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.6886963607977944e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot 1.2002661279695171e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -1.545781174834256e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot 1.512082704772412e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -1.437620380845446e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 1.2906645968811456e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot 1.2737961431413293e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot 1.2147990020883528e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot 1.1663185493867093e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -1.0546267583384653e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -1.0191603602860075e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.0045904794570189e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 8.817907335413773e-06
# TT-PIVMGS:    ortho 0 pivot 20 dot -6.6721169221083815e-06
# TT-PIVMGS:    ortho 0 pivot 15 dot 6.550048509820425e-06
# TT-PIVMGS:    ortho max err 6.194188342467655e-06 , max. rank: 54
# TT-PIVMGS:    ortho 1 pivot 12 dot 6.194188342467655e-06
# TT-PIVMGS:    ortho 1 pivot 23 dot 3.6433261357184804e-06
# TT-PIVMGS:    ortho 1 pivot 1 dot -2.6561882686924887e-06
# TT-PIVMGS:    ortho 1 pivot 13 dot -2.5572986574367088e-06
# TT-PIVMGS:    ortho max err 2.3748738887708915e-06 , max. rank: 54
31 3.139616549765093e-05 3.139640763290266e-05 54 54 48
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.8195714360247157
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.7068110996762462
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.0001674925395882005
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.00010050490703697804
# TT-PIVMGS:    ortho 0 pivot 28 dot -6.720510696190535e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot -4.527971334982589e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot -4.4657878569411696e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot -3.681663346498474e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 2.5701781025540618e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -2.0774224355290735e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.974116014120833e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot 1.6833165774289213e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.8216274606199043e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.7597683917761455e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot -1.6164082657255108e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot 1.565566692049436e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 1.562267278770301e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -1.5621124262197488e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 1.2030925630307325e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot 1.179312575121192e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot 1.1482218379341678e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot 9.351219566082654e-06
# TT-PIVMGS:    ortho max err 6.437593610349873e-06 , max. rank: 56
# TT-PIVMGS:    ortho 1 pivot 16 dot 6.437593610349873e-06
# TT-PIVMGS:    ortho 1 pivot 11 dot 5.43039999368819e-06
# TT-PIVMGS:    ortho 1 pivot 3 dot 5.265098156613545e-06
# TT-PIVMGS:    ortho 1 pivot 2 dot -5.116870507502775e-06
# TT-PIVMGS:    ortho 1 pivot 13 dot 4.856036632695272e-06
# TT-PIVMGS:    ortho 1 pivot 14 dot -4.60908085467282e-06
# TT-PIVMGS:    ortho 1 pivot 21 dot -4.453384392139395e-06
# TT-PIVMGS:    ortho 1 pivot 24 dot 4.3082055313035245e-06
# TT-PIVMGS:    ortho max err 1.2142405887481211e-06 , max. rank: 56
32 2.7067916780736938e-05 2.706737933813373e-05 54 56 48
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.8194439226214902
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.7058376976162792
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.0001682060340052957
# TT-PIVMGS:    ortho 0 pivot 28 dot 9.083067972491532e-05
# TT-PIVMGS:    ortho 0 pivot 29 dot -6.877714945423968e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot -4.529461159247933e-05
# TT-PIVMGS:    ortho 0 pivot 27 dot -4.005322272059367e-05
# TT-PIVMGS:    ortho 0 pivot 24 dot -3.1551357550076674e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -2.6032565856306308e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 2.441613967402059e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -2.226941079015634e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot 2.077204788208855e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -1.9628156806791018e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -1.835734628731229e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 1.7081467488932935e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -1.6393170876842153e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot 1.5040988450127322e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot 1.331308993623298e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot 1.2656914033675783e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.2591550324061876e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot 1.1724423426279565e-05
# TT-PIVMGS:    ortho max err 7.33274533059442e-06 , max. rank: 58
# TT-PIVMGS:    ortho 1 pivot 3 dot -7.33274533059442e-06
# TT-PIVMGS:    ortho 1 pivot 21 dot 6.414969254056081e-06
# TT-PIVMGS:    ortho 1 pivot 15 dot -6.170477730231896e-06
# TT-PIVMGS:    ortho 1 pivot 19 dot 6.0002314246259195e-06
# TT-PIVMGS:    ortho 1 pivot 14 dot 4.180377634241048e-06
# TT-PIVMGS:    ortho 1 pivot 4 dot 4.015450087604781e-06
# TT-PIVMGS:    ortho max err 3.301995183764214e-06 , max. rank: 58
33 2.333969984551514e-05 2.3339754508508004e-05 56 58 49
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.8191902273293118
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.7035025319490444
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.00016639235034509106
# TT-PIVMGS:    ortho 0 pivot 29 dot 7.739248763078896e-05
# TT-PIVMGS:    ortho 0 pivot 30 dot -7.329093163521011e-05
# TT-PIVMGS:    ortho 0 pivot 27 dot -4.7064351614119204e-05
# TT-PIVMGS:    ortho 0 pivot 28 dot -3.554828449755555e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -2.6203843905184265e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot 2.3431246592775685e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.7269201042586996e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot -2.2635726310362564e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -2.063909297236161e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 1.9995814212028177e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -1.8116594212837234e-05
# TT-PIVMGS:    ortho 0 pivot 24 dot 1.7157208987430075e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot 1.1372079056836109e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot 1.6187955595656396e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 1.5813796693642636e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -1.3669288092988926e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.0834679984674618e-05
# TT-PIVMGS:    ortho max err 9.435098178020747e-06 , max. rank: 58
# TT-PIVMGS:    ortho 1 pivot 21 dot 9.435098178020747e-06
# TT-PIVMGS:    ortho 1 pivot 16 dot -5.982452274958666e-06
# TT-PIVMGS:    ortho 1 pivot 4 dot -5.952269798750113e-06
# TT-PIVMGS:    ortho 1 pivot 20 dot -4.334555425081731e-06
# TT-PIVMGS:    ortho 1 pivot 5 dot 3.975741143295202e-06
# TT-PIVMGS:    ortho max err 2.629114947892545e-06 , max. rank: 58
34 2.0141154360737844e-05 2.0141164469344572e-05 58 58 49
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.8192427161104785
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.702851274753959
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.00016515444267848137
# TT-PIVMGS:    ortho 0 pivot 31 dot -7.753181178352629e-05
# TT-PIVMGS:    ortho 0 pivot 30 dot 6.316186619885478e-05
# TT-PIVMGS:    ortho 0 pivot 28 dot -4.999386529271066e-05
# TT-PIVMGS:    ortho 0 pivot 27 dot 3.375358384425254e-05
# TT-PIVMGS:    ortho 0 pivot 29 dot -3.183398718600676e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -2.6814631561137593e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot 2.4030477970959224e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -2.292189733044364e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -2.4805385873274445e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 1.693543612733676e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot 1.737430204665647e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot -1.5672979225431205e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot -1.5502876271090982e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot -1.7204713175468164e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -1.235741842797245e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 1.2107887821176302e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot -1.1808230174439709e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -1.668493034276408e-05
# TT-PIVMGS:    ortho max err 1.0703815487375472e-05 , max. rank: 60
# TT-PIVMGS:    ortho 1 pivot 20 dot 1.0703815487375472e-05
# TT-PIVMGS:    ortho 1 pivot 24 dot 1.0283467809198317e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot 8.499195278246835e-06
# TT-PIVMGS:    ortho 1 pivot 18 dot 4.789523915771712e-06
# TT-PIVMGS:    ortho 1 pivot 14 dot 4.6817033859582885e-06
# TT-PIVMGS:    ortho max err 3.443517575312037e-06 , max. rank: 60
35 1.7399688644504994e-05 1.7399800586939737e-05 60 60 48
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.819301502682487
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.7060266403231296
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.00016710647730102876
# TT-PIVMGS:    ortho 0 pivot 32 dot -7.919853249567683e-05
# TT-PIVMGS:    ortho 0 pivot 31 dot 5.244378076816117e-05
# TT-PIVMGS:    ortho 0 pivot 29 dot -5.2283783192771244e-05
# TT-PIVMGS:    ortho 0 pivot 28 dot 4.157197078906959e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot 2.603055433232724e-05
# TT-PIVMGS:    ortho 0 pivot 30 dot -2.4644342882886028e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.328879660563215e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -2.3262054698804753e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -1.95177125966253e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot 2.121797766053632e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot -1.758249579744773e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot -1.8304237815212204e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 1.7219539093335685e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot 1.613794842519195e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot -1.3489657927630988e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -1.3592631350381685e-05
# TT-PIVMGS:    ortho max err 1.49129665179945e-05 , max. rank: 60
# TT-PIVMGS:    ortho 1 pivot 16 dot -1.49129665179945e-05
# TT-PIVMGS:    ortho 1 pivot 27 dot -1.245662107702758e-05
# TT-PIVMGS:    ortho 1 pivot 21 dot 1.1423807714678116e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 9.76067785827834e-06
# TT-PIVMGS:    ortho 1 pivot 13 dot 8.847971386069867e-06
# TT-PIVMGS:    ortho max err 4.616719050070392e-06 , max. rank: 60
36 1.5043222852172313e-05 1.5043240091307954e-05 60 60 50
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.8188523585834655
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.7100757803527791
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.00016922815512299474
# TT-PIVMGS:    ortho 0 pivot 33 dot -8.08962018431763e-05
# TT-PIVMGS:    ortho 0 pivot 30 dot -5.1371558328159456e-05
# TT-PIVMGS:    ortho 0 pivot 29 dot 5.105128622199043e-05
# TT-PIVMGS:    ortho 0 pivot 32 dot 4.628328757630418e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 2.131881124675921e-05
# TT-PIVMGS:    ortho 0 pivot 27 dot 2.143634561261286e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot -2.0072314151983392e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -1.9903921486361977e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 1.912308098729696e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -1.6303372852906166e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot 1.5480597076731814e-05
# TT-PIVMGS:    ortho max err 2.0522053923072853e-05 , max. rank: 63
# TT-PIVMGS:    ortho 1 pivot 24 dot 2.0522053923072853e-05
# TT-PIVMGS:    ortho 1 pivot 21 dot -1.5065116807391754e-05
# TT-PIVMGS:    ortho 1 pivot 26 dot 1.4933723050558623e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot -1.3922873145515938e-05
# TT-PIVMGS:    ortho 1 pivot 15 dot -1.3738870373296123e-05
# TT-PIVMGS:    ortho 1 pivot 5 dot 1.3525674952796253e-05
# TT-PIVMGS:    ortho 1 pivot 25 dot -1.2731327592751737e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot -1.152362024499625e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot -1.143175941874415e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot -1.1268092088644044e-05
# TT-PIVMGS:    ortho 1 pivot 28 dot -1.0661562660385648e-05
