PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, I=0.0, L=1.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='vanilla')

###### no preconditioning ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
0 1 1 2 2 0
1 0.2518498968017371 0.2518498968017373 4 4 2
2 0.0919970133174528 0.09199701331745257 6 6 4
3 0.04172148300831291 0.04172148300831273 8 8 6
4 0.021910153736225922 0.02191015373622571 10 10 8
5 0.012763467199588631 0.012763467199588638 12 12 10
6 0.00798440276459058 0.007984402764590597 14 14 12
7 0.0052392228676050295 0.005239222867651213 16 16 14
8 0.003573901389210726 0.00357390138917684 18 18 16
9 0.0025282134422963953 0.0025282134422919228 20 20 16
10 0.0018390030580366264 0.0018390030580185724 22 22 18
11 0.0013705102461194832 0.001370510246152142 24 24 20
12 0.0010426878258941886 0.0010426878260356607 26 26 22
13 0.0008062870251743294 0.0008062870294991812 28 28 22
14 0.0006310218796246215 0.0006310218748330015 30 30 24
15 0.0004986083083358303 0.000498608325259559 32 32 26
16 0.00039697643134568774 0.0003969764311468703 34 34 28
17 0.00031774010669319297 0.000317740494602169 34 36 28
18 0.000255355261560484 0.000255355081307241 36 36 30
19 0.00020599996337819734 0.00020600020162632305 38 38 32
20 0.0001668896910238061 0.00016688936750389606 40 40 34
21 0.00013578844509046199 0.0001357884162753805 42 42 34
22 0.00011096428926088227 0.0001109643407294289 42 44 36
23 9.110199512093312e-05 9.110206881143662e-05 42 44 38
24 7.521947906360665e-05 7.521942204426588e-05 44 46 38
25 6.251026541529603e-05 6.251062271083179e-05 44 46 40
26 5.229377397546749e-05 5.229323795787808e-05 46 48 42
27 4.4011578210193534e-05 4.401163952366891e-05 48 50 44
28 3.722080116376009e-05 3.722084850466951e-05 50 50 44
29 3.159691697085518e-05 3.1597027718966936e-05 52 50 46
30 2.6899374084782622e-05 2.6899455646420403e-05 52 52 48
31 2.2933001770766943e-05 2.293327565793821e-05 54 54 48
32 1.9566725219804066e-05 1.9566331917867274e-05 56 56 49
33 1.6724233253606284e-05 1.6724335253658464e-05 58 58 49
34 1.434281656254586e-05 1.434284510130598e-05 58 58 49
35 1.2345182389868938e-05 1.2345260718672501e-05 59 60 51
36 1.065670444865942e-05 1.0656775985796371e-05 60 61 51
37 9.218635528227143e-06 9.218752792904839e-06 61 61 52
38 7.98403804109272e-06 7.983730554597551e-06 62 62 52
39 6.9207526850651395e-06 6.920890859933927e-06 63 65 52
40 6.003737477771983e-06 6.003794697027417e-06 64 65 52
41 5.2136494286911404e-06 5.213688668701844e-06 66 66 53
42 4.535112955470917e-06 4.535174689075427e-06 66 66 55
43 3.952019177536154e-06 3.952056772030059e-06 66 68 55
44 3.449525643716822e-06 3.449326404641415e-06 68 70 55
45 3.0160079108716457e-06 3.0161360847049964e-06 69 71 55
46 2.6417306409948874e-06 2.6418509934039124e-06 69 71 56
47 2.317244180067128e-06 2.317281396279575e-06 71 74 56
48 2.0342564509862216e-06 2.0342666419904286e-06 73 75 56
49 1.7859523176813777e-06 1.7860083679301331e-06 73 76 57
50 1.5663272275893097e-06 1.5663864426679622e-06 76 78 57
51 1.3707085501904462e-06 1.3708543342396733e-06 78 78 57
52 1.196390466976859e-06 1.1967664793985925e-06 77 80 57
53 1.041968034843322e-06 1.0418816953956374e-06 78 82 56
54 9.065077785612947e-07 9.066344099876432e-07 80 82 56
55 7.883909934432496e-07 7.884713057602121e-07 80 84 57
56 6.853007383534678e-07 6.854710142781374e-07 82 84 56
57 5.950593198924604e-07 5.952231991749098e-07 82 84 56
58 5.159122690974262e-07 5.159478531606065e-07 84 88 56
59 4.4655352510201163e-07 4.4686142832840644e-07 85 88 55
60 3.860396393383959e-07 3.8612802679788367e-07 86 89 55
61 3.3337073138852044e-07 3.335005646686538e-07 87 90 55
62 2.8738290185922187e-07 2.8741639414298044e-07 89 90 54
63 2.4697544755529384e-07 2.4681281983521126e-07 89 92 52
64 2.1131265345913523e-07 2.1119291399531788e-07 88 92 51
65 1.798255666123034e-07 1.797771236653864e-07 89 95 50
66 1.5216864914793712e-07 1.5195817440703262e-07 89 95 47
67 1.2811035265028012e-07 1.2768421079046826e-07 86 99 46
68 1.0740694996402637e-07 1.0678957737325442e-07 92 100 44
69 8.974004262438232e-08 8.935262183378173e-08 91 107 42
70 7.474036689835934e-08 7.464578952804739e-08 95 111 42
71 6.202355611660384e-08 6.264899436359097e-08 96 117 41
72 5.125754671180312e-08 5.242461705736068e-08 99 119 41
73 4.2161786701721416e-08 4.391464091739379e-08 101 122 41
74 3.450344311561509e-08 3.6940521926931794e-08 99 132 41
75 2.8086605903882852e-08 3.11557887948514e-08 102 136 41
76 2.2742196280113844e-08 2.6248726230695218e-08 102 149 40
77 1.8320903335466202e-08 2.3078520968914517e-08 111 151 38
78 1.469865028763292e-08 2.0416633027079172e-08 110 161 36
79 1.1772011605141526e-08 1.8644550271936372e-08 112 163 33
80 9.443032317556593e-09 1.752836543540689e-08 114 172 32
# Checked resulting residual norm: 1.7564e-08

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 59 - OK[0m
