PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.1, I=0.0, L=1.0, Ljump=10.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='left_precond')

###### left preconditioning ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"      "precond direction rank"    "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho 0 pivot 10 dot 7.264782195559073e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot 5.224680328815706e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 4.8636310137997654e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 3.0018960083829857e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -2.4398608244286663e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 2.30437500867201e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -2.0017074844488024e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot -1.960376753642242e-05
# TT-PIVMGS:    ortho max err 7.514808015026547e-06 , max. rank: 165
# TT-PIVMGS:    ortho 1 pivot 2 dot 7.514808015026547e-06
# TT-PIVMGS:    ortho max err 2.3661390732444137e-06 , max. rank: 165
24 2.0063301917533676e-05 1.1198398825758355e-05 159 159 165 108
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.8251486304783202
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.7051608256292176
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.0006565784891265653
# TT-PIVMGS:    ortho 0 pivot 21 dot -0.0003673045598408635
# TT-PIVMGS:    ortho 0 pivot 15 dot -0.0001899114457577164
# TT-PIVMGS:    ortho 0 pivot 14 dot 0.0001746859647120437
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.00012235072258252357
# TT-PIVMGS:    ortho 0 pivot 10 dot -0.00012179535954233434
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.00011077270866370961
# TT-PIVMGS:    ortho 0 pivot 13 dot -0.0001017053828204946
# TT-PIVMGS:    ortho 0 pivot 11 dot 9.884972053052915e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot 8.514584463921102e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot -7.314543569464024e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -5.683329302437132e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot -5.143500368408934e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot 4.9939102690719356e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot 4.5720232177100424e-05
# TT-PIVMGS:    ortho 0 pivot 1 dot 3.993139776021105e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 2.9472310588267783e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -2.437078750140752e-05
# TT-PIVMGS:    ortho 0 pivot 0 dot -1.8401240673028736e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot -1.8334283880710664e-05
# TT-PIVMGS:    ortho max err 4.5825558688851464e-06 , max. rank: 171
25 1.5460401356145558e-05 8.61852222267088e-06 167 167 171 112
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.8257455303867185
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.7085718338389165
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.0006682247568467817
# TT-PIVMGS:    ortho 0 pivot 22 dot -0.00037760255449063515
# TT-PIVMGS:    ortho 0 pivot 16 dot -0.00017630280389812833
# TT-PIVMGS:    ortho 0 pivot 15 dot 0.000158434922045818
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.00011697727627466709
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.00011088887922000579
# TT-PIVMGS:    ortho 0 pivot 11 dot -8.76918432497157e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot 8.667155576104306e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -7.551014129854663e-05
# TT-PIVMGS:    ortho 0 pivot 19 dot -7.161855168780554e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot 6.936293662173796e-05
# TT-PIVMGS:    ortho 0 pivot 1 dot -5.824863975739062e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -5.100697268502902e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot 4.651034339967636e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 3.9599147080897346e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 3.0775817628078336e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot -2.573456353894242e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot -2.513027851973066e-05
# TT-PIVMGS:    ortho 0 pivot 0 dot 2.2058367357226925e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -2.634212149862144e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 2.797299943371051e-05
# TT-PIVMGS:    ortho max err 1.4973674908717177e-05 , max. rank: 178
# TT-PIVMGS:    ortho 1 pivot 18 dot -1.4973674908717177e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot -1.0208438082663293e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot 8.689616434847704e-06
# TT-PIVMGS:    ortho max err 7.122302192463792e-10 , max. rank: 178
26 1.1910543216977311e-05 6.6416850835681e-06 173 173 178 113
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.824084317437677
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.704353813675021
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.0006807922312129996
# TT-PIVMGS:    ortho 0 pivot 23 dot -0.0003856037967969062
# TT-PIVMGS:    ortho 0 pivot 17 dot -0.00015830730976432
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.00014024493122675574
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.00011872843828924715
# TT-PIVMGS:    ortho 0 pivot 18 dot 9.985920958353878e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot -6.409999056885066e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot 6.37445083502431e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -5.28418966107651e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -5.1947270993802155e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot 5.192793840456608e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 4.634231538312543e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot -4.133968030199252e-05
# TT-PIVMGS:    ortho 0 pivot 2 dot -4.170965602103439e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot 3.9180040769144775e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot -3.809666675886952e-05
# TT-PIVMGS:    ortho 0 pivot 7 dot 3.5045953945919694e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot -2.981587028148998e-05
# TT-PIVMGS:    ortho 0 pivot 1 dot 2.7532970534325032e-05
# TT-PIVMGS:    ortho 0 pivot 12 dot -2.3478974171342506e-05
# TT-PIVMGS:    ortho max err 1.3598091024553428e-05 , max. rank: 183
# TT-PIVMGS:    ortho 1 pivot 11 dot -1.3598091024553428e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot -1.3172567444008978e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot 1.2529410607970207e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 1.2129143851158028e-05
# TT-PIVMGS:    ortho 1 pivot 0 dot -1.1396953450924004e-05
# TT-PIVMGS:    ortho max err 6.861859136453319e-10 , max. rank: 183
27 9.210672154138656e-06 5.1246095370441e-06 180 180 183 113
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.8244499509073681
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.7079284582141805
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.0006817212031927679
# TT-PIVMGS:    ortho 0 pivot 24 dot -0.00038959976812967013
# TT-PIVMGS:    ortho 0 pivot 18 dot -0.00014611234784976668
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.00012870072512406738
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.0001251265802913932
# TT-PIVMGS:    ortho 0 pivot 19 dot 8.945184435012188e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot 7.425424991604809e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -6.598435350803258e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot -6.419267844666107e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot -4.493738904625885e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -4.395078633810277e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot 4.369767541891924e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -3.651733940312953e-05
# TT-PIVMGS:    ortho 0 pivot 6 dot 3.214607674336713e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot 3.0805143462152816e-05
# TT-PIVMGS:    ortho 0 pivot 8 dot 2.8166704485559774e-05
# TT-PIVMGS:    ortho max err 2.208392965628858e-05 , max. rank: 188
# TT-PIVMGS:    ortho 1 pivot 7 dot -2.208392965628858e-05
# TT-PIVMGS:    ortho 1 pivot 1 dot 2.189349997384297e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -2.1132494635106407e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot 2.0782995196607854e-05
# TT-PIVMGS:    ortho 1 pivot 15 dot -1.2736177263307502e-05
# TT-PIVMGS:    ortho 1 pivot 0 dot -1.161396889006712e-05
# TT-PIVMGS:    ortho 1 pivot 20 dot -1.012266253287361e-05
# TT-PIVMGS:    ortho max err 8.775068946251414e-06 , max. rank: 188
28 7.143478100180559e-06 3.966200763710736e-06 185 185 188 115
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.8240206760338142
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.7069282287501659
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.0006993370806495959
# TT-PIVMGS:    ortho 0 pivot 25 dot -0.0003916765363104358
# TT-PIVMGS:    ortho 0 pivot 19 dot -0.00013535069481696374
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.00011761832977981272
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.00011328248841255967
# TT-PIVMGS:    ortho 0 pivot 12 dot -7.950876104300796e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot 9.349871836162975e-05
# TT-PIVMGS:    ortho 0 pivot 20 dot 7.531113297470134e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -7.09874995253692e-05
# TT-PIVMGS:    ortho 0 pivot 22 dot -6.350064239770553e-05
# TT-PIVMGS:    ortho 0 pivot 14 dot 5.731174836531676e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot -5.255990009490549e-05
# TT-PIVMGS:    ortho 0 pivot 23 dot 4.607732125969273e-05
# TT-PIVMGS:    ortho 0 pivot 1 dot -4.054222010923918e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot 3.8413067123949356e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -3.7423051353862105e-05
# TT-PIVMGS:    ortho max err 3.087664724791921e-05 , max. rank: 192
# TT-PIVMGS:    ortho 1 pivot 2 dot 3.087664724791921e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot -2.952132608156563e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 2.4342985284199828e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot 2.3969361957274903e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot -2.3961867127548445e-05
# TT-PIVMGS:    ortho 1 pivot 0 dot 1.6146729388246068e-05
# TT-PIVMGS:    ortho max err 8.009652483984171e-06 , max. rank: 192
29 5.558946473193539e-06 3.0863963482588013e-06 189 190 192 114
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.8254628796134502
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.7068948044778127
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.0007047266468211758
# TT-PIVMGS:    ortho 0 pivot 26 dot -0.0003971517129363368
# TT-PIVMGS:    ortho 0 pivot 20 dot -0.00013897556860083607
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.00011649849813462603
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.00011061291615019342
# TT-PIVMGS:    ortho 0 pivot 13 dot -0.00010355589789748203
# TT-PIVMGS:    ortho 0 pivot 12 dot 0.00010061734337517541
# TT-PIVMGS:    ortho 0 pivot 23 dot -9.406350072087982e-05
# TT-PIVMGS:    ortho 0 pivot 16 dot -8.08464362197156e-05
# TT-PIVMGS:    ortho 0 pivot 18 dot -7.955859983953956e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot 7.484632096048816e-05
# TT-PIVMGS:    ortho 0 pivot 24 dot 6.369089779376287e-05
# TT-PIVMGS:    ortho 0 pivot 4 dot -6.322867702403018e-05
# TT-PIVMGS:    ortho 0 pivot 11 dot -4.7994875359890464e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 5.548728003557449e-05
# TT-PIVMGS:    ortho 0 pivot 21 dot 6.549593059304581e-05
# TT-PIVMGS:    ortho max err 5.17650745046486e-05 , max. rank: 196
# TT-PIVMGS:    ortho 1 pivot 3 dot 5.17650745046486e-05
# TT-PIVMGS:    ortho 1 pivot 2 dot -2.5434219457971287e-05
# TT-PIVMGS:    ortho 1 pivot 5 dot 1.9398247448157782e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot 1.7762147256095498e-05
# TT-PIVMGS:    ortho max err 1.1365816474344023e-05 , max. rank: 196
30 4.323991783669521e-06 2.401017969837774e-06 194 194 196 112
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.8252957717374294
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.707301257093393
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.0007231744986697548
# TT-PIVMGS:    ortho 0 pivot 27 dot -0.0004094516624832383
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.00012775272479548846
# TT-PIVMGS:    ortho 0 pivot 14 dot -0.00012585718535410798
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.00012308094805079262
# TT-PIVMGS:    ortho 0 pivot 19 dot -0.00011918162288704001
# TT-PIVMGS:    ortho 0 pivot 24 dot -0.00011342459430318044
# TT-PIVMGS:    ortho 0 pivot 17 dot -0.00011231951946036323
# TT-PIVMGS:    ortho 0 pivot 21 dot -9.56011864620826e-05
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.00010264435247159948
# TT-PIVMGS:    ortho 0 pivot 4 dot 9.393161683064104e-05
# TT-PIVMGS:    ortho 0 pivot 25 dot 8.569837545070388e-05
# TT-PIVMGS:    ortho 0 pivot 13 dot 7.892916227382474e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 7.324520896795708e-05
# TT-PIVMGS:    ortho 0 pivot 5 dot -6.903994116591507e-05
# TT-PIVMGS:    ortho 0 pivot 3 dot -5.917323748002787e-05
# TT-PIVMGS:    ortho max err 5.654561125812991e-05 , max. rank: 201
# TT-PIVMGS:    ortho 1 pivot 7 dot 5.654561125812991e-05
# TT-PIVMGS:    ortho 1 pivot 23 dot 5.1319381326670084e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot -4.783628853055784e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot 4.043019585816231e-05
# TT-PIVMGS:    ortho 1 pivot 22 dot 3.338127529111008e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 2.7871650178810155e-05
# TT-PIVMGS:    ortho 1 pivot 11 dot -2.4420622328027476e-05
# TT-PIVMGS:    ortho max err 2.099122945491491e-05 , max. rank: 201
31 3.3585317668272636e-06 1.8695726997322204e-06 197 198 201 114
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.825683977685148
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.7056326357896667
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.0007248188555353911
# TT-PIVMGS:    ortho 0 pivot 28 dot -0.0004128807459786391
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.00016184963983142953
# TT-PIVMGS:    ortho 0 pivot 20 dot -0.00014615424133830254
# TT-PIVMGS:    ortho 0 pivot 25 dot -0.00013780650436853725
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.00012393339274643922
# TT-PIVMGS:    ortho 0 pivot 18 dot -0.0001180795293610204
# TT-PIVMGS:    ortho 0 pivot 15 dot -0.00011153406939325237
# TT-PIVMGS:    ortho 0 pivot 16 dot 0.00010571778210531971
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.00010565368292086291
# TT-PIVMGS:    ortho 0 pivot 22 dot -0.00010520073293079218
# TT-PIVMGS:    ortho 0 pivot 26 dot 9.045511745914454e-05
# TT-PIVMGS:    ortho max err 6.71880177463926e-05 , max. rank: 203
# TT-PIVMGS:    ortho 1 pivot 5 dot 6.71880177463926e-05
# TT-PIVMGS:    ortho 1 pivot 24 dot 6.702117022219269e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -6.288583374126303e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot -5.014259642209832e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot 4.750063820605074e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot -4.587515617573371e-05
# TT-PIVMGS:    ortho 1 pivot 11 dot 4.370068814057472e-05
# TT-PIVMGS:    ortho 1 pivot 3 dot 3.306645999122469e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot 3.303484277232191e-05
# TT-PIVMGS:    ortho max err 2.6806759086847078e-05 , max. rank: 203
32 2.6030305736609192e-06 1.4508014806018766e-06 203 203 203 112
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.825812581091961
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.7073637406816009
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.000726917182621481
# TT-PIVMGS:    ortho 0 pivot 29 dot -0.0004085763881876651
# TT-PIVMGS:    ortho 0 pivot 21 dot -0.00016691260778117084
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.00016535130140101807
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.00015871696869930625
# TT-PIVMGS:    ortho 0 pivot 26 dot -0.00015046908764514838
# TT-PIVMGS:    ortho 0 pivot 17 dot 0.0001207163723554519
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.00010121894702044137
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.0001010699247833615
# TT-PIVMGS:    ortho max err 9.587552170039343e-05 , max. rank: 207
# TT-PIVMGS:    ortho 1 pivot 23 dot -9.587552170039343e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot -8.714256091767614e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot -8.635470646356155e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot 8.021044765018845e-05
# TT-PIVMGS:    ortho 1 pivot 25 dot 7.550418721924326e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot -7.03802726223883e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 6.473752019248852e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot -6.08649107016572e-05
# TT-PIVMGS:    ortho 1 pivot 18 dot -4.541681414606605e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot 4.4117087375368427e-05
# TT-PIVMGS:    ortho 1 pivot 0 dot 3.68104735331365e-05
# TT-PIVMGS:    ortho max err 2.8880903356355223e-05 , max. rank: 207
33 2.011893762058813e-06 1.1232245747753302e-06 204 204 207 113
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.8268152319298545
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.7082460100076413
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.000729869340756098
# TT-PIVMGS:    ortho 0 pivot 30 dot -0.0004008336364210788
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.00017672772488211766
# TT-PIVMGS:    ortho 0 pivot 22 dot -0.00019520679953523995
# TT-PIVMGS:    ortho 0 pivot 27 dot -0.00017130046164943666
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.00016098912645143813
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.00012317246736897464
# TT-PIVMGS:    ortho max err 0.00011495934245397618 , max. rank: 212
# TT-PIVMGS:    ortho 1 pivot 28 dot 0.00011495934245397618
# TT-PIVMGS:    ortho 1 pivot 24 dot -0.00011490051549916183
# TT-PIVMGS:    ortho 1 pivot 19 dot -0.00010184400174421786
# TT-PIVMGS:    ortho 1 pivot 26 dot 9.411536737710582e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot -9.057052850570523e-05
# TT-PIVMGS:    ortho 1 pivot 29 dot 8.99319475338653e-05
# TT-PIVMGS:    ortho 1 pivot 15 dot 8.435815567123944e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot -7.950954205201283e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot 7.071912348182406e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot -6.440329776845853e-05
# TT-PIVMGS:    ortho 1 pivot 3 dot -5.783432535767493e-05
# TT-PIVMGS:    ortho 1 pivot 5 dot -5.128574845015546e-05
# TT-PIVMGS:    ortho max err 4.3645570915581446e-05 , max. rank: 212
34 1.5468872556456496e-06 8.67946256385631e-07 207 207 212 109
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.828154582339389
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.7067509124165894
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.0007297547400591797
# TT-PIVMGS:    ortho 0 pivot 31 dot -0.00039632510755716055
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.00021097538105974145
# TT-PIVMGS:    ortho 0 pivot 23 dot -0.00022148676250376836
# TT-PIVMGS:    ortho 0 pivot 20 dot -0.00013197463221376136
# TT-PIVMGS:    ortho 0 pivot 28 dot -0.00019596324235197915
# TT-PIVMGS:    ortho max err 0.00014987367509698875 , max. rank: 216
# TT-PIVMGS:    ortho 1 pivot 22 dot 0.00014987367509698875
# TT-PIVMGS:    ortho 1 pivot 25 dot -0.00013249478963257497
# TT-PIVMGS:    ortho 1 pivot 29 dot 0.00012951588134590963
# TT-PIVMGS:    ortho 1 pivot 27 dot 0.00011350614974161427
# TT-PIVMGS:    ortho 1 pivot 8 dot 8.857257276341816e-05
# TT-PIVMGS:    ortho 1 pivot 30 dot 8.33910601559934e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot -7.586405130338269e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot 7.574350923806109e-05
# TT-PIVMGS:    ortho max err 4.871295735739845e-05 , max. rank: 216
35 1.1795715171075385e-06 6.646278968834111e-07 212 212 216 107
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.8280204923461894
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.7077573226547516
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.0007298066871523623
# TT-PIVMGS:    ortho 0 pivot 32 dot -0.00039781595612637527
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.00023132971142842372
# TT-PIVMGS:    ortho 0 pivot 24 dot -0.0002282874552304824
# TT-PIVMGS:    ortho 0 pivot 29 dot -0.00021221924793453015
# TT-PIVMGS:    ortho max err 0.00014788106417218394 , max. rank: 220
# TT-PIVMGS:    ortho 1 pivot 26 dot -0.00014788106417218394
# TT-PIVMGS:    ortho 1 pivot 30 dot 0.00013578058934266002
# TT-PIVMGS:    ortho 1 pivot 28 dot 0.00013483338488940767
# TT-PIVMGS:    ortho 1 pivot 21 dot -0.00012780217957612892
# TT-PIVMGS:    ortho 1 pivot 23 dot 0.0001225304041267833
# TT-PIVMGS:    ortho 1 pivot 8 dot -0.00011392675860247368
# TT-PIVMGS:    ortho 1 pivot 9 dot 0.0001008492218854103
# TT-PIVMGS:    ortho 1 pivot 15 dot 9.542022772490028e-05
# TT-PIVMGS:    ortho 1 pivot 31 dot 8.343766214165271e-05
# TT-PIVMGS:    ortho max err 7.832175484910608e-05 , max. rank: 220
36 8.924589039194133e-07 5.05923663622479e-07 216 216 220 103
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.8284691549646037
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.7075911990404073
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.0007276140934613304
# TT-PIVMGS:    ortho 0 pivot 33 dot -0.0003896369919684211
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.00023352846467771318
# TT-PIVMGS:    ortho max err 0.00021815573324418525 , max. rank: 223
# TT-PIVMGS:    ortho 1 pivot 30 dot -0.00021815573324418525
# TT-PIVMGS:    ortho 1 pivot 25 dot -0.0002098218751202495
# TT-PIVMGS:    ortho 1 pivot 11 dot -0.00018408746030341766
# TT-PIVMGS:    ortho 1 pivot 27 dot -0.00015731159257159621
# TT-PIVMGS:    ortho 1 pivot 31 dot 0.000138211352290675
# TT-PIVMGS:    ortho 1 pivot 29 dot 0.00013770556249320318
# TT-PIVMGS:    ortho 1 pivot 10 dot 0.0001314830863485975
# TT-PIVMGS:    ortho 1 pivot 21 dot 0.00012729108549532422
# TT-PIVMGS:    ortho 1 pivot 12 dot 0.00012108206531082338
# TT-PIVMGS:    ortho 1 pivot 23 dot 0.00010739351308684114
# TT-PIVMGS:    ortho 1 pivot 9 dot -0.00010615508631819925
# TT-PIVMGS:    ortho max err 0.0001017385988299679 , max. rank: 223
37 6.70278010932047e-07 3.8254787738470354e-07 219 219 223 98
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.8293950763035751
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.706147852809804
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.00072096302625951
# TT-PIVMGS:    ortho 0 pivot 34 dot -0.00038059427492684664
# TT-PIVMGS:    ortho max err 0.00024039221777036844 , max. rank: 224
# TT-PIVMGS:    ortho 1 pivot 27 dot 0.00024039221777036844
# TT-PIVMGS:    ortho 1 pivot 26 dot -0.0001786597485623695
# TT-PIVMGS:    ortho 1 pivot 28 dot -0.0001781739852033011
# TT-PIVMGS:    ortho 1 pivot 32 dot 0.0001521923925203207
# TT-PIVMGS:    ortho 1 pivot 31 dot -0.0001515966049696442
# TT-PIVMGS:    ortho 1 pivot 15 dot -0.00014695098924678504
# TT-PIVMGS:    ortho 1 pivot 33 dot 0.00013982701244795448
# TT-PIVMGS:    ortho max err 0.00013023238028070545 , max. rank: 224
38 4.994606066629118e-07 2.8752217719032235e-07 221 222 224 92
# TT-PIVMGS:    ortho 0 pivot 38 dot 0.8295980658936961
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.7074866992622364
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.0007216529164595642
# TT-PIVMGS:    ortho max err 0.0003745015941166094 , max. rank: 225
# TT-PIVMGS:    ortho 1 pivot 35 dot -0.0003745015941166094
# TT-PIVMGS:    ortho 1 pivot 32 dot -0.0003082738952195664
# TT-PIVMGS:    ortho 1 pivot 28 dot 0.00026476546012001514
# TT-PIVMGS:    ortho 1 pivot 31 dot 0.00026107067700024446
# TT-PIVMGS:    ortho 1 pivot 13 dot -0.00024124964466798763
# TT-PIVMGS:    ortho 1 pivot 14 dot 0.00021331002672086118
# TT-PIVMGS:    ortho 1 pivot 25 dot 0.0002027047703173357
# TT-PIVMGS:    ortho 1 pivot 17 dot 0.00018582380503879463
# TT-PIVMGS:    ortho max err 0.00018103797872063947 , max. rank: 225
39 3.6943612945778e-07 2.1415419662126476e-07 223 224 225 85
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.8297903954860733
# TT-PIVMGS:    ortho 0 pivot 38 dot 0.7076457094602648
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.0007203174346704679
# TT-PIVMGS:    ortho max err 0.0003950284966403664 , max. rank: 226
