PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.5, I=0.0, L=1.0, Ljump=2.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=0.0001, maxIter=40, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='vanilla')

###### no preconditioning ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
0 1 1 2 2 0
1 0.29748334399139303 0.2974833439913922 4 4 2
2 0.12455660916649841 0.12455660916649854 6 6 4
3 0.06288217639921767 0.06288217639921732 8 8 6
4 0.03571120960391945 0.03571116349844949 10 10 8
5 0.02194109877619014 0.0219406700517427 12 12 8
6 0.014273453059492795 0.014273189378202919 14 14 10
7 0.00970714572392678 0.009707341198326945 16 16 12
8 0.006836401383501335 0.006835010038157801 18 18 13
9 0.004953550171189349 0.004961640302436868 20 20 14
10 0.0036713021007514232 0.003656812277016341 22 22 15
11 0.002770854713017659 0.002771927256030104 23 24 17
12 0.002124348053818952 0.002119724576959847 23 26 16
13 0.0016528304571648042 0.0016594064735890805 24 27 18
14 0.001304450447076987 0.0013000408077273662 25 29 17
15 0.0010435613991864507 0.0010489254431359934 26 29 17
16 0.0008446391392455265 0.0008391445832413254 26 32 17
17 0.0006898060612830493 0.0006985982845424074 27 33 18
18 0.0005672876615080107 0.000577725775582589 29 35 17
19 0.0004691345280556649 0.0004796754958362834 29 37 16
20 0.00038945263974590115 0.00040252066970472664 31 39 15
21 0.00032391046703995625 0.00036236789201919125 32 41 16
22 0.0002694280418559298 0.0002999646899651208 31 43 16
23 0.0002238056257968478 0.00027295021946602526 33 45 16
24 0.00018547055503111633 0.00023041436777042554 33 48 16
25 0.00015331558438721807 0.00020749192481994737 36 53 15
26 0.00012642759603295812 0.00018876757491786484 39 55 15
27 0.00010408819118537199 0.00017498671116506764 40 58 14
28 8.562596862032973e-05 0.00017036631122103126 41 61 14
# Checked resulting residual norm: 0.000170502

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 13 - OK[0m
