PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, I=0.0, L=1.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=8, eps=1e-08, maxIter=100, n=100, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='vanilla')

###### no preconditioning ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"     "new Krylov vector rank"    "solution rank"
43 6.675297033417668e-06 6.675387833429716e-06 70 72 56
44 6.094279398872681e-06 6.09435621339911e-06 70 72 56
45 5.574091790926549e-06 5.57419437103866e-06 72 74 57
46 5.107399684507546e-06 5.107214046941749e-06 74 74 57
47 4.6878338332715025e-06 4.687988536871918e-06 74 76 58
48 4.309856121438851e-06 4.309908744515511e-06 75 76 58
49 3.968664633986789e-06 3.96875942382223e-06 77 78 58
50 3.6600795435338827e-06 3.660084680600004e-06 80 80 59
51 3.380444073090513e-06 3.3804303182423873e-06 80 80 60
52 3.1265630001996993e-06 3.1264058644630318e-06 80 82 60
53 2.8956484869479685e-06 2.8958431405289226e-06 82 82 62
54 2.6852545991182857e-06 2.6853685462139154e-06 83 84 62
55 2.493234115358913e-06 2.4933176868861586e-06 84 85 62
56 2.3176992331640723e-06 2.3177224305183292e-06 86 87 62
57 2.156985955811384e-06 2.1571799230806684e-06 88 87 62
58 2.0096248236998027e-06 2.0095935876776775e-06 88 88 64
59 1.8743131819659914e-06 1.87445327884686e-06 89 90 64
60 1.749888701945398e-06 1.7498669411134275e-06 90 91 64
61 1.6353157780591827e-06 1.6355259084086153e-06 92 93 64
62 1.529667970290039e-06 1.5297677922002939e-06 93 94 66
63 1.4321184191700944e-06 1.4322241182575476e-06 94 95 65
64 1.341928278472078e-06 1.342177283916509e-06 95 96 66
65 1.258438116424018e-06 1.2584008724990586e-06 95 99 66
66 1.1810589001631786e-06 1.1814311811067109e-06 98 99 68
67 1.1092648948870921e-06 1.1093892132703014e-06 100 101 68
68 1.042585330576223e-06 1.042645299158953e-06 100 105 68
69 9.805973029034648e-07 9.806590885447625e-07 103 106 68
70 9.229198542438254e-07 9.231150843043949e-07 104 107 68
71 8.692090473439781e-07 8.695100110709334e-07 105 109 70
72 8.19152490334146e-07 8.194119281043718e-07 108 111 70
73 7.724669272705509e-07 7.724671847025464e-07 109 113 70
74 7.288943020823034e-07 7.290429036426906e-07 111 114 70
75 6.881997829267538e-07 6.883195174628981e-07 112 117 70
76 6.501691238076492e-07 6.502385985687068e-07 115 118 70
77 6.146067600527371e-07 6.146496599267261e-07 116 119 69
78 5.813332400635215e-07 5.814791282836611e-07 116 120 71
79 5.501836977752639e-07 5.502953786201766e-07 119 120 71
80 5.210060268134283e-07 5.211243470649886e-07 117 121 71
81 4.936594970623077e-07 4.937137070245836e-07 119 126 70
82 4.680139112130875e-07 4.6809837403698034e-07 122 127 69
83 4.4394888368510897e-07 4.4415172841356335e-07 125 127 69
84 4.213525852914899e-07 4.2147783541707825e-07 124 130 68
85 4.001217489577803e-07 4.0013082176103754e-07 126 131 66
86 3.8016061580220806e-07 3.8006160675188275e-07 128 133 66
87 3.613805031964788e-07 3.6131342418655824e-07 131 134 66
88 3.4369956086155965e-07 3.4350927260942977e-07 133 138 64
89 3.270419225347277e-07 3.2701811789881003e-07 134 141 66
90 3.1133712819194835e-07 3.1124824040990455e-07 136 145 64
91 2.9651987262669725e-07 2.9667741801147453e-07 138 150 65
92 2.8252961540048836e-07 2.8277581593599195e-07 143 153 65
93 2.6931041830870857e-07 2.6959576765855814e-07 146 156 62
94 2.5681053290191703e-07 2.572165044351183e-07 148 162 61
95 2.449824441918563e-07 2.4559484146612133e-07 154 166 62
96 2.3378231003625593e-07 2.345873614203935e-07 155 172 63
97 2.231697614873377e-07 2.2409521531423833e-07 159 177 63
98 2.1310800832989655e-07 2.1424722115470552e-07 166 182 62
99 2.035629351049821e-07 2.0493422538373618e-07 172 188 61
100 1.94502361184775e-07 1.9607750132748645e-07 176 196 61
# Checked resulting residual norm: 1.96078e-07

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 60 - OK[0m
