PITTS: OpenMP #threads: 1
PITTS: MPI #procs: 1
# Arguments: Namespace(C=0.1, Cjump=0.1, I=0.0, L=1.0, Ljump=10.0, Rc=0.0, Rr=2, SSOR_jacobiIter=3, SSOR_omega=1.3, adaptive=True, d=6, eps=1e-08, maxIter=90, n=20, preconditioner='TT-rank1', random_rank=2, rhs_type='rhs_random', variant='right_precond')

###### right preconditioning ######
# "iteration"    "rel LSTQ norm"    "rel residual norm"    "new direction rank"      "precond direction rank"    "new Krylov vector rank"    "solution rank"
# TT-PIVMGS:    ortho max err 2.260717786198123e-05 , max. rank: 164
# TT-PIVMGS:    ortho 1 pivot 15 dot 2.260717786198123e-05
# TT-PIVMGS:    ortho 1 pivot 5 dot 2.1062057360495337e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot -1.6406372936616544e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot -1.496772463433502e-05
# TT-PIVMGS:    ortho 1 pivot 7 dot 1.424560627998235e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot -1.346573839149448e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -1.3050125337448447e-05
# TT-PIVMGS:    ortho max err 9.766726303878613e-06 , max. rank: 164
24 7.427506730797206e-06 7.427501336940315e-06 153 145 164 95
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.8240139258339038
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.7075186543177591
# TT-PIVMGS:    ortho 0 pivot 21 dot -0.000668132991673313
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.0006010836148820434
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.0004196449634916305
# TT-PIVMGS:    ortho 0 pivot 19 dot -0.0002595779247207379
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.00022280192118786374
# TT-PIVMGS:    ortho 0 pivot 17 dot -0.0001302331598038546
# TT-PIVMGS:    ortho 0 pivot 8 dot 2.9146414202417883e-05
# TT-PIVMGS:    ortho 0 pivot 9 dot -2.3735505435913164e-05
# TT-PIVMGS:    ortho max err 2.002525580788823e-05 , max. rank: 169
# TT-PIVMGS:    ortho 1 pivot 5 dot 2.002525580788823e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot 1.6220556174261977e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot 1.2774259998393593e-05
# TT-PIVMGS:    ortho max err 1.1195792387052109e-05 , max. rank: 169
25 5.894623056594985e-06 5.894536198547807e-06 160 152 169 96
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.8268574016346855
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.7091827668283093
# TT-PIVMGS:    ortho 0 pivot 22 dot -0.0007014186279909141
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.0006452356862195335
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.0004440496090531154
# TT-PIVMGS:    ortho 0 pivot 20 dot -0.0002746288744584612
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.00021290264709381002
# TT-PIVMGS:    ortho 0 pivot 18 dot -0.00010496863639950383
# TT-PIVMGS:    ortho 0 pivot 7 dot -4.7407869819281884e-05
# TT-PIVMGS:    ortho 0 pivot 10 dot -4.4306662952429965e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot 2.6879697729166596e-05
# TT-PIVMGS:    ortho max err 4.395267457598436e-05 , max. rank: 176
# TT-PIVMGS:    ortho 1 pivot 14 dot -4.395267457598436e-05
# TT-PIVMGS:    ortho 1 pivot 5 dot -3.885563883320245e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 2.906159397561038e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot 2.5472808145157906e-05
# TT-PIVMGS:    ortho 1 pivot 3 dot -2.129622330715713e-05
# TT-PIVMGS:    ortho 1 pivot 2 dot 1.927425113423028e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot 1.7882181560044006e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot 1.6288035466207815e-05
# TT-PIVMGS:    ortho max err 1.528449150317232e-05 , max. rank: 176
26 4.642506602527172e-06 4.64250793491381e-06 164 157 176 98
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.8285985389902863
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.7069748737383041
# TT-PIVMGS:    ortho 0 pivot 23 dot -0.0007541245802849036
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.0006887874627083124
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.000493508109017611
# TT-PIVMGS:    ortho 0 pivot 21 dot -0.0003125932336281098
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.00022274236417366491
# TT-PIVMGS:    ortho 0 pivot 19 dot -8.962595231437782e-05
# TT-PIVMGS:    ortho 0 pivot 15 dot -7.06918580810241e-05
# TT-PIVMGS:    ortho max err 5.1162193646786536e-05 , max. rank: 182
# TT-PIVMGS:    ortho 1 pivot 16 dot 5.1162193646786536e-05
# TT-PIVMGS:    ortho 1 pivot 9 dot 4.848449626507884e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot 4.7622395598790473e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot -4.706045291814811e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot -4.385325672528074e-05
# TT-PIVMGS:    ortho 1 pivot 11 dot -3.4060293148865245e-05
# TT-PIVMGS:    ortho 1 pivot 7 dot 3.323000297730328e-05
# TT-PIVMGS:    ortho 1 pivot 3 dot 2.758174665116759e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot 2.2784839752366254e-05
# TT-PIVMGS:    ortho max err 1.726224124251434e-05 , max. rank: 182
27 3.6052600773310454e-06 3.6052990890468303e-06 169 163 182 97
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.8283210200014655
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.7067181619632379
# TT-PIVMGS:    ortho 0 pivot 24 dot -0.0007951829768603497
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.0007211877342455375
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.0005577025999893813
# TT-PIVMGS:    ortho 0 pivot 22 dot -0.0003834701649499204
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.0002610455527469989
# TT-PIVMGS:    ortho 0 pivot 20 dot -0.0001074184303161349
# TT-PIVMGS:    ortho 0 pivot 10 dot 6.454835267757919e-05
# TT-PIVMGS:    ortho 0 pivot 17 dot 6.512713456166205e-05
# TT-PIVMGS:    ortho max err 5.812548582065976e-05 , max. rank: 188
# TT-PIVMGS:    ortho 1 pivot 18 dot -5.812548582065976e-05
# TT-PIVMGS:    ortho 1 pivot 5 dot -5.0955892243046905e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot -4.8653431126644e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot 4.70095131056131e-05
# TT-PIVMGS:    ortho 1 pivot 11 dot -3.7152166908504744e-05
# TT-PIVMGS:    ortho 1 pivot 3 dot -3.6751439020642554e-05
# TT-PIVMGS:    ortho 1 pivot 13 dot 3.653761997627833e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot 3.324854282246584e-05
# TT-PIVMGS:    ortho 1 pivot 15 dot 3.1395699423834855e-05
# TT-PIVMGS:    ortho 1 pivot 14 dot -3.1363305441115506e-05
# TT-PIVMGS:    ortho 1 pivot 19 dot 2.9463704054912e-05
# TT-PIVMGS:    ortho 1 pivot 1 dot -2.6990191340871272e-05
# TT-PIVMGS:    ortho max err 2.506594011237467e-05 , max. rank: 188
28 2.7614531688059337e-06 2.7613679651533236e-06 173 167 188 96
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.8279107928552876
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.7071876359663729
# TT-PIVMGS:    ortho 0 pivot 25 dot -0.0008199551409333664
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.0007513545362890298
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.0005942796269354893
# TT-PIVMGS:    ortho 0 pivot 23 dot -0.0004444710293860371
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.0003212075543466645
# TT-PIVMGS:    ortho 0 pivot 21 dot -0.00016288730819467682
# TT-PIVMGS:    ortho 0 pivot 19 dot -0.0001222501615420449
# TT-PIVMGS:    ortho 0 pivot 18 dot 0.0001041877108175493
# TT-PIVMGS:    ortho 0 pivot 20 dot 9.088180868510078e-05
# TT-PIVMGS:    ortho max err 7.262698680968876e-05 , max. rank: 193
# TT-PIVMGS:    ortho 1 pivot 17 dot -7.262698680968876e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot -5.864536118496862e-05
# TT-PIVMGS:    ortho 1 pivot 7 dot 5.366660929143844e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot -5.3646368239818054e-05
# TT-PIVMGS:    ortho 1 pivot 6 dot -4.774619391856652e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot -3.8569376729201237e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot 3.386636273393709e-05
# TT-PIVMGS:    ortho max err 3.27693659552316e-05 , max. rank: 193
29 2.0932808970507855e-06 2.0931483380224236e-06 178 174 193 93
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.8302217228165725
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.7089238971938863
# TT-PIVMGS:    ortho 0 pivot 26 dot -0.00082948658576509
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.0007728825431012123
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.0006097065585255572
# TT-PIVMGS:    ortho 0 pivot 24 dot -0.00047315341357630734
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.0003576089929136217
# TT-PIVMGS:    ortho 0 pivot 22 dot -0.00022530998847556521
# TT-PIVMGS:    ortho 0 pivot 20 dot -0.0002220497456037595
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.0001868327192024212
# TT-PIVMGS:    ortho 0 pivot 19 dot 0.0001806837264592548
# TT-PIVMGS:    ortho max err 0.00010920722882471617 , max. rank: 197
# TT-PIVMGS:    ortho 1 pivot 18 dot -0.00010920722882471617
# TT-PIVMGS:    ortho 1 pivot 10 dot 8.85376692895748e-05
# TT-PIVMGS:    ortho 1 pivot 8 dot 8.513022954746013e-05
# TT-PIVMGS:    ortho 1 pivot 12 dot 4.710730666524204e-05
# TT-PIVMGS:    ortho max err 4.313747262777237e-05 , max. rank: 197
30 1.5650091027466359e-06 1.56486805360679e-06 183 179 197 89
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.8300229682718636
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.7056278174343242
# TT-PIVMGS:    ortho 0 pivot 27 dot -0.0008408341293806437
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.0008014936790081001
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.0006055640077715259
# TT-PIVMGS:    ortho 0 pivot 25 dot -0.00046957710354221006
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.00036368279777217183
# TT-PIVMGS:    ortho 0 pivot 21 dot -0.00032547949448835916
# TT-PIVMGS:    ortho 0 pivot 20 dot 0.0002720755471640919
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.0002674570820759203
# TT-PIVMGS:    ortho 0 pivot 23 dot -0.0002597793202349895
# TT-PIVMGS:    ortho 0 pivot 19 dot -0.00018109308140241455
# TT-PIVMGS:    ortho max err 0.00013087463102497837 , max. rank: 204
# TT-PIVMGS:    ortho 1 pivot 18 dot 0.00013087463102497837
# TT-PIVMGS:    ortho 1 pivot 8 dot -9.964144346257626e-05
# TT-PIVMGS:    ortho 1 pivot 16 dot 9.822179882078459e-05
# TT-PIVMGS:    ortho 1 pivot 17 dot -7.192755098301535e-05
# TT-PIVMGS:    ortho 1 pivot 4 dot 6.579994057409871e-05
# TT-PIVMGS:    ortho 1 pivot 10 dot -6.36202268812871e-05
# TT-PIVMGS:    ortho max err 4.820772605245143e-05 , max. rank: 204
31 1.1574311355036198e-06 1.15713276599374e-06 186 183 204 86
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.8293981289147249
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.7066058418457801
# TT-PIVMGS:    ortho 0 pivot 28 dot -0.0008599966123656391
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.0008200023128037692
# TT-PIVMGS:    ortho 0 pivot 27 dot 0.0006205607484394693
# TT-PIVMGS:    ortho 0 pivot 26 dot -0.0004673926919290701
# TT-PIVMGS:    ortho 0 pivot 22 dot -0.00039130222377484637
# TT-PIVMGS:    ortho 0 pivot 25 dot 0.00034557634305954236
# TT-PIVMGS:    ortho 0 pivot 21 dot 0.000339876512599091
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.00031884601916710217
# TT-PIVMGS:    ortho 0 pivot 24 dot -0.00026729643176418363
# TT-PIVMGS:    ortho 0 pivot 20 dot -0.00025746460803722365
# TT-PIVMGS:    ortho max err 0.0001737562304480883 , max. rank: 207
# TT-PIVMGS:    ortho 1 pivot 19 dot 0.0001737562304480883
# TT-PIVMGS:    ortho 1 pivot 18 dot -0.00011292925626931252
# TT-PIVMGS:    ortho 1 pivot 14 dot -9.952546197689732e-05
# TT-PIVMGS:    ortho max err 6.946635077768307e-05 , max. rank: 207
32 8.506854655277432e-07 8.502483347392396e-07 189 187 207 81
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.8294770680695852
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.7066378612729869
# TT-PIVMGS:    ortho 0 pivot 29 dot -0.0008497882384675623
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.0008297083317877485
# TT-PIVMGS:    ortho 0 pivot 28 dot 0.0006227061460675129
# TT-PIVMGS:    ortho 0 pivot 27 dot -0.00046848360634862453
# TT-PIVMGS:    ortho 0 pivot 23 dot -0.0004230205566121553
# TT-PIVMGS:    ortho 0 pivot 22 dot 0.00037245841105620035
# TT-PIVMGS:    ortho 0 pivot 24 dot 0.0003407392666631894
# TT-PIVMGS:    ortho 0 pivot 26 dot 0.0003336296566978222
# TT-PIVMGS:    ortho 0 pivot 21 dot -0.00029916263769567963
# TT-PIVMGS:    ortho max err 0.00026684395572688924 , max. rank: 212
# TT-PIVMGS:    ortho 1 pivot 25 dot -0.00026684395572688924
# TT-PIVMGS:    ortho 1 pivot 16 dot 0.00024393274744826353
# TT-PIVMGS:    ortho 1 pivot 20 dot 0.00023953889546967158
# TT-PIVMGS:    ortho 1 pivot 18 dot 0.00023938211320650646
# TT-PIVMGS:    ortho 1 pivot 17 dot -0.000207069231558445
# TT-PIVMGS:    ortho 1 pivot 19 dot -0.00020589233976194
# TT-PIVMGS:    ortho 1 pivot 8 dot 0.00016758369075123552
# TT-PIVMGS:    ortho max err 8.458084519513383e-05 , max. rank: 212
33 6.229238787613571e-07 6.222469023774165e-07 193 192 212 75
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.8279165083108366
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.7055152001347536
# TT-PIVMGS:    ortho 0 pivot 31 dot 0.0008443338726644573
# TT-PIVMGS:    ortho 0 pivot 30 dot -0.0008423053499496021
# TT-PIVMGS:    ortho 0 pivot 29 dot 0.0005997163847028912
# TT-PIVMGS:    ortho 0 pivot 28 dot -0.0004446611054279275
# TT-PIVMGS:    ortho 0 pivot 24 dot -0.00043008058343287255
# TT-PIVMGS:    ortho 0 pivot 23 dot 0.0003750064451276715
# TT-PIVMGS:    ortho max err 0.00035318111761539935 , max. rank: 216
# TT-PIVMGS:    ortho 1 pivot 25 dot 0.00035318111761539935
# TT-PIVMGS:    ortho 1 pivot 22 dot -0.0003183256670474151
# TT-PIVMGS:    ortho 1 pivot 27 dot 0.0003112048229136238
# TT-PIVMGS:    ortho 1 pivot 19 dot 0.0002861813690106761
# TT-PIVMGS:    ortho 1 pivot 18 dot -0.0002861092801213598
# TT-PIVMGS:    ortho 1 pivot 21 dot 0.00028159545530471834
# TT-PIVMGS:    ortho 1 pivot 20 dot -0.000266784346201681
# TT-PIVMGS:    ortho 1 pivot 26 dot -0.00026174438869156283
# TT-PIVMGS:    ortho 1 pivot 17 dot 0.00019283089319132793
# TT-PIVMGS:    ortho 1 pivot 16 dot -0.00016327635428034764
# TT-PIVMGS:    ortho 1 pivot 11 dot 0.00015279792068308758
# TT-PIVMGS:    ortho max err 0.00013949888989693918 , max. rank: 216
34 4.572677197432988e-07 4.5616519414425757e-07 196 195 216 65
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.8274488291158755
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.7079012221681309
# TT-PIVMGS:    ortho 0 pivot 32 dot 0.000849833030393092
# TT-PIVMGS:    ortho 0 pivot 31 dot -0.0008337664909871256
# TT-PIVMGS:    ortho 0 pivot 30 dot 0.0005870553487886867
# TT-PIVMGS:    ortho max err 0.00041542364320777334 , max. rank: 220
# TT-PIVMGS:    ortho 1 pivot 29 dot -0.00041542364320777334
# TT-PIVMGS:    ortho 1 pivot 25 dot -0.0004107435798912269
# TT-PIVMGS:    ortho 1 pivot 24 dot 0.0003549904682998376
# TT-PIVMGS:    ortho 1 pivot 19 dot -0.00035227077507817527
# TT-PIVMGS:    ortho 1 pivot 20 dot 0.0003475752739028025
# TT-PIVMGS:    ortho 1 pivot 26 dot 0.00034426530423339353
# TT-PIVMGS:    ortho 1 pivot 23 dot -0.0003152671919033727
# TT-PIVMGS:    ortho 1 pivot 21 dot -0.00031216308509450334
# TT-PIVMGS:    ortho 1 pivot 18 dot 0.00030459329463477375
# TT-PIVMGS:    ortho 1 pivot 22 dot 0.0003011924979620991
# TT-PIVMGS:    ortho 1 pivot 9 dot -0.00027725613356130874
# TT-PIVMGS:    ortho 1 pivot 28 dot 0.00027093763519773107
# TT-PIVMGS:    ortho 1 pivot 7 dot -0.00024833667429878883
# TT-PIVMGS:    ortho 1 pivot 27 dot -0.00023780485704123083
# TT-PIVMGS:    ortho 1 pivot 17 dot -0.00020552346543172614
# TT-PIVMGS:    ortho max err 0.00019155127478249264 , max. rank: 220
35 3.3710199757950914e-07 3.352790260496843e-07 199 198 220 56
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.827624214321825
# TT-PIVMGS:    ortho 0 pivot 34 dot 0.7070932453150103
# TT-PIVMGS:    ortho 0 pivot 33 dot 0.0008609990168844395
# TT-PIVMGS:    ortho 0 pivot 32 dot -0.0008176397757594933
# TT-PIVMGS:    ortho max err 0.000558897798093318 , max. rank: 222
# TT-PIVMGS:    ortho 1 pivot 31 dot 0.000558897798093318
# TT-PIVMGS:    ortho 1 pivot 15 dot 0.00044224353402398317
# TT-PIVMGS:    ortho 1 pivot 17 dot 0.00040187161906177476
# TT-PIVMGS:    ortho 1 pivot 12 dot -0.0003926481370917856
# TT-PIVMGS:    ortho 1 pivot 20 dot -0.0003847606489219939
# TT-PIVMGS:    ortho 1 pivot 30 dot -0.00037826104144372125
# TT-PIVMGS:    ortho 1 pivot 21 dot 0.0003770535023514994
# TT-PIVMGS:    ortho 1 pivot 26 dot -0.000361752659479268
# TT-PIVMGS:    ortho 1 pivot 19 dot 0.00033579420552196614
# TT-PIVMGS:    ortho 1 pivot 22 dot -0.0003297601156655658
# TT-PIVMGS:    ortho 1 pivot 27 dot 0.0003126991261343491
# TT-PIVMGS:    ortho 1 pivot 25 dot 0.00030166108922410114
# TT-PIVMGS:    ortho 1 pivot 23 dot 0.00029528194577304635
# TT-PIVMGS:    ortho 1 pivot 14 dot -0.0002838655621912674
# TT-PIVMGS:    ortho 1 pivot 16 dot -0.0002820272568133603
# TT-PIVMGS:    ortho 1 pivot 24 dot -0.0002780090464921253
# TT-PIVMGS:    ortho max err 0.0002568690704859329 , max. rank: 222
36 2.494326068782067e-07 2.478686504206825e-07 203 202 222 52
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.8276069800957052
# TT-PIVMGS:    ortho 0 pivot 35 dot 0.7064855692339576
# TT-PIVMGS:    ortho max err 0.0008762863773259452 , max. rank: 227
# TT-PIVMGS:    ortho 1 pivot 34 dot 0.0008762863773259452
# TT-PIVMGS:    ortho 1 pivot 33 dot -0.0008245273320555482
# TT-PIVMGS:    ortho 1 pivot 17 dot -0.0005736611069579716
# TT-PIVMGS:    ortho 1 pivot 19 dot -0.0005517750925826768
# TT-PIVMGS:    ortho 1 pivot 32 dot 0.0005466307834804379
# TT-PIVMGS:    ortho 1 pivot 27 dot -0.0005091779738265797
# TT-PIVMGS:    ortho 1 pivot 12 dot 0.0005075550912890128
# TT-PIVMGS:    ortho 1 pivot 28 dot 0.0005030772789637386
# TT-PIVMGS:    ortho 1 pivot 30 dot 0.0003994637387048929
# TT-PIVMGS:    ortho 1 pivot 14 dot 0.0003807551594541569
# TT-PIVMGS:    ortho 1 pivot 21 dot -0.0003755356134654579
# TT-PIVMGS:    ortho max err 0.00036979738769166333 , max. rank: 227
37 1.8511533859660385e-07 1.8369316074579525e-07 207 207 227 48
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.8283341773346703
# TT-PIVMGS:    ortho 0 pivot 36 dot 0.707911538831247
# TT-PIVMGS:    ortho max err 0.0010176410388190726 , max. rank: 232
# TT-PIVMGS:    ortho 1 pivot 21 dot 0.0010176410388190726
# TT-PIVMGS:    ortho 1 pivot 19 dot 0.0009894090002539636
# TT-PIVMGS:    ortho 1 pivot 23 dot 0.0009591005618188111
# TT-PIVMGS:    ortho 1 pivot 35 dot 0.0008915922581955518
# TT-PIVMGS:    ortho 1 pivot 34 dot -0.0008355240377797826
# TT-PIVMGS:    ortho 1 pivot 30 dot -0.000828731530824002
# TT-PIVMGS:    ortho 1 pivot 24 dot -0.0008024187140088582
# TT-PIVMGS:    ortho 1 pivot 17 dot 0.0007768272444604665
# TT-PIVMGS:    ortho 1 pivot 25 dot 0.0006968606352655907
# TT-PIVMGS:    ortho 1 pivot 32 dot -0.0006661881579807238
# TT-PIVMGS:    ortho 1 pivot 22 dot -0.0006491610186464946
# TT-PIVMGS:    ortho 1 pivot 14 dot -0.0005920231452211521
# TT-PIVMGS:    ortho 1 pivot 33 dot 0.0005576557356391423
# TT-PIVMGS:    ortho 1 pivot 16 dot -0.0005290428396286864
# TT-PIVMGS:    ortho max err 0.00045633147893973155 , max. rank: 232
38 1.3734955976983205e-07 1.359957788672299e-07 211 211 232 45
# TT-PIVMGS:    ortho 0 pivot 38 dot 0.8285781375993866
# TT-PIVMGS:    ortho 0 pivot 37 dot 0.7058771835959827
# TT-PIVMGS:    ortho max err 0.0009071057724609824 , max. rank: 237
# TT-PIVMGS:    ortho 1 pivot 36 dot 0.0009071057724609824
# TT-PIVMGS:    ortho 1 pivot 27 dot -0.000887642954417624
# TT-PIVMGS:    ortho 1 pivot 35 dot -0.0008474937098786901
# TT-PIVMGS:    ortho 1 pivot 19 dot -0.0007606500599035785
# TT-PIVMGS:    ortho 1 pivot 14 dot 0.0007384843331074661
# TT-PIVMGS:    ortho 1 pivot 16 dot 0.0006749865854410089
# TT-PIVMGS:    ortho max err 0.0005673471854012718 , max. rank: 237
39 1.0179787814155067e-07 1.0088044953601997e-07 214 213 237 43
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.827235307596983
# TT-PIVMGS:    ortho 0 pivot 38 dot 0.7057710919517173
# TT-PIVMGS:    ortho max err 0.001141876698974753 , max. rank: 245
# TT-PIVMGS:    ortho 1 pivot 35 dot 0.001141876698974753
# TT-PIVMGS:    ortho 1 pivot 16 dot -0.000991860980352499
# TT-PIVMGS:    ortho 1 pivot 33 dot 0.0009601145871084224
# TT-PIVMGS:    ortho max err 0.0009057514034278742 , max. rank: 245
40 7.564633591265742e-08 7.520731651938059e-08 216 215 245 41
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.828573965388455
# TT-PIVMGS:    ortho 0 pivot 39 dot 0.7088998359782172
# TT-PIVMGS:    ortho max err 0.0018448805887086271 , max. rank: 254
# TT-PIVMGS:    ortho 1 pivot 35 dot -0.0018448805887086271
# TT-PIVMGS:    ortho 1 pivot 38 dot 0.0018119509558105415
# TT-PIVMGS:    ortho 1 pivot 37 dot -0.0017111708405149325
# TT-PIVMGS:    ortho 1 pivot 19 dot -0.0015568154393878642
# TT-PIVMGS:    ortho 1 pivot 36 dot 0.0014900104625415675
# TT-PIVMGS:    ortho 1 pivot 13 dot -0.001478497790893762
# TT-PIVMGS:    ortho 1 pivot 23 dot -0.0014309972296727095
# TT-PIVMGS:    ortho max err 0.0012107665657236657 , max. rank: 253
41 5.610362206589075e-08 5.6126967059421065e-08 219 219 253 40
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.8296512291880306
# TT-PIVMGS:    ortho 0 pivot 40 dot 0.7066971693034054
# TT-PIVMGS:    ortho max err 0.0022834913309128044 , max. rank: 257
# TT-PIVMGS:    ortho 1 pivot 15 dot 0.0022834913309128044
# TT-PIVMGS:    ortho 1 pivot 16 dot -0.0021571346205715896
# TT-PIVMGS:    ortho 1 pivot 17 dot 0.0019383032873573126
# TT-PIVMGS:    ortho 1 pivot 19 dot 0.0018613955235256482
# TT-PIVMGS:    ortho 1 pivot 13 dot 0.0017850758033318022
# TT-PIVMGS:    ortho max err 0.001436119525110891 , max. rank: 256
42 4.1428290584358705e-08 4.221039907504849e-08 224 222 256 38
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.8297178513645223
# TT-PIVMGS:    ortho 0 pivot 41 dot 0.7084314476068195
# TT-PIVMGS:    ortho max err 0.002148144164805196 , max. rank: 265
43 3.044193137635683e-08 3.1601770587544874e-08 224 223 265 37
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.8317203447712914
# TT-PIVMGS:    ortho 0 pivot 42 dot 0.7071122115108025
# TT-PIVMGS:    ortho max err 0.002650978748586062 , max. rank: 273
44 2.2164457701177956e-08 2.460407457592872e-08 229 228 273 35
# TT-PIVMGS:    ortho 0 pivot 44 dot 0.8322124139752021
# TT-PIVMGS:    ortho 0 pivot 43 dot 0.7078210514438824
# TT-PIVMGS:    ortho max err 0.004096869849339095 , max. rank: 280
45 1.5975703145045295e-08 1.8211749733453304e-08 234 234 280 35
# TT-PIVMGS:    ortho 0 pivot 45 dot 0.8346469832943544
# TT-PIVMGS:    ortho 0 pivot 44 dot 0.707001670980048
# TT-PIVMGS:    ortho max err 0.005573708676191544 , max. rank: 285
46 1.1345456255359939e-08 1.5255132372334014e-08 238 238 285 34
# TT-PIVMGS:    ortho 0 pivot 46 dot 0.8340271396950173
# TT-PIVMGS:    ortho 0 pivot 45 dot 0.7057709383874917
# TT-PIVMGS:    ortho max err 0.006938243765697127 , max. rank: 295
47 7.974891622545172e-09 1.339079105050134e-08 236 236 295 32
# Checked resulting residual norm: 1.34297e-08

INFO: You are running LIKWID in a cpuset with 1 CPUs. Taking given IDs as logical ID in cpuset
[1;34m[likwid-pin] Main PID -> hwthread 6 - OK[0m
